year,round,driverId,position,points,positionText,wins
2011,13,resta,15,12,15,0
2011,13,perez,16,8,16,0
2011,13,barrichello,17,4,17,0
2011,13,bruno_senna,18,2,18,0
2011,13,maldonado,19,1,19,0
2011,13,rosa,20,0,20,0
2011,13,trulli,21,0,21,0
2011,13,kovalainen,22,0,22,0
2011,13,liuzzi,23,0,23,0
2011,13,ambrosio,24,0,24,0
2011,13,glock,25,0,25,0
2011,13,karthikeyan,26,0,26,0
2011,13,ricciardo,27,0,27,0
2011,13,chandhok,28,0,28,0
2011,14,vettel,1,309,1,9
2011,14,button,2,185,2,2
2011,14,alonso,3,184,3,1
2011,14,webber,4,182,4,0
2011,14,hamilton,5,168,5,2
2011,14,massa,6,84,6,0
2011,14,rosberg,7,62,7,0
2011,14,michael_schumacher,8,52,8,0
2011,14,petrov,9,34,9,0
2011,14,heidfeld,10,34,10,0
2011,14,sutil,11,28,11,0
2011,14,kobayashi,12,27,12,0
2011,14,resta,13,20,13,0
2011,14,alguersuari,14,16,14,0
2011,14,buemi,15,13,15,0
2011,14,perez,16,9,16,0
2011,14,barrichello,17,4,17,0
2011,14,bruno_senna,18,2,18,0
2011,14,maldonado,19,1,19,0
2011,14,rosa,20,0,20,0
2011,14,trulli,21,0,21,0
2011,14,kovalainen,22,0,22,0
2011,14,liuzzi,23,0,23,0
2011,14,ambrosio,24,0,24,0
2011,14,glock,25,0,25,0
2011,14,karthikeyan,26,0,26,0
2011,14,ricciardo,27,0,27,0
2011,14,chandhok,28,0,28,0
2011,15,vettel,1,324,1,9
2011,15,button,2,210,2,3
2011,15,alonso,3,202,3,1
2011,15,webber,4,194,4,0
2011,15,hamilton,5,178,5,2
2011,15,massa,6,90,6,0
2011,15,rosberg,7,63,7,0
2011,15,michael_schumacher,8,60,8,0
2011,15,petrov,9,36,9,0
2011,15,heidfeld,10,34,10,0
2011,15,sutil,11,28,11,0
2011,15,kobayashi,12,27,12,0
2011,15,resta,13,20,13,0
2011,15,alguersuari,14,16,14,0
2011,15,perez,15,13,15,0
2011,15,buemi,16,13,16,0
2011,15,barrichello,17,4,17,0
2011,15,bruno_senna,18,2,18,0
2011,15,maldonado,19,1,19,0
2011,15,rosa,20,0,20,0
2011,15,trulli,21,0,21,0
2011,15,kovalainen,22,0,22,0
2011,15,liuzzi,23,0,23,0
2011,15,ambrosio,24,0,24,0
2011,15,glock,25,0,25,0
2011,15,karthikeyan,26,0,26,0
2011,15,ricciardo,27,0,27,0
2011,15,chandhok,28,0,28,0
2011,16,vettel,1,349,1,10
2011,16,button,2,222,2,3
2011,16,alonso,3,212,3,1
2011,16,webber,4,209,4,0
2011,16,hamilton,5,196,5,2
2011,16,massa,6,98,6,0
2011,16,rosberg,7,67,7,0
2011,16,michael_schumacher,8,60,8,0
2011,16,petrov,9,36,9,0
2011,16,heidfeld,10,34,10,0
2011,16,sutil,11,28,11,0
2011,16,kobayashi,12,27,12,0
2011,16,alguersuari,13,22,13,0
2011,16,resta,14,21,14,0
2011,16,buemi,15,15,15,0
2011,16,perez,16,13,16,0
2011,16,barrichello,17,4,17,0
2011,16,bruno_senna,18,2,18,0
2011,16,maldonado,19,1,19,0
2011,16,rosa,20,0,20,0
2011,16,trulli,21,0,21,0
2011,16,kovalainen,22,0,22,0
2011,16,liuzzi,23,0,23,0
2011,16,ambrosio,24,0,24,0
2011,16,glock,25,0,25,0
2011,16,karthikeyan,26,0,26,0
2011,16,ricciardo,27,0,27,0
2011,16,chandhok,28,0,28,0
2011,17,vettel,1,374,1,11
2011,17,button,2,240,2,3
2011,17,alonso,3,227,3,1
2011,17,webber,4,221,4,0
2011,17,hamilton,5,202,5,2
2011,17,massa,6,98,6,0
2011,17,rosberg,7,75,7,0
2011,17,michael_schumacher,8,70,8,0
2011,17,petrov,9,36,9,0
2011,17,heidfeld,10,34,10,0
2011,17,sutil,11,30,11,0
2011,17,kobayashi,12,27,12,0
2011,17,alguersuari,13,26,13,0
2011,17,resta,14,21,14,0
2011,17,buemi,15,15,15,0
2011,17,perez,16,14,16,0
2011,17,barrichello,17,4,17,0
2011,17,bruno_senna,18,2,18,0
2011,17,maldonado,19,1,19,0
2011,17,rosa,20,0,20,0
2011,17,trulli,21,0,21,0
2011,17,kovalainen,22,0,22,0
2011,17,liuzzi,23,0,23,0
2011,17,ambrosio,24,0,24,0
2011,17,glock,25,0,25,0
2011,17,karthikeyan,26,0,26,0
2011,17,ricciardo,27,0,27,0
2011,17,chandhok,28,0,28,0
2011,18,vettel,1,374,1,11
2011,18,button,2,255,2,3
2011,18,alonso,3,245,3,1
2011,18,webber,4,233,4,0
2011,18,hamilton,5,227,5,3
2011,18,massa,6,108,6,0
2011,18,rosberg,7,83,7,0
2011,18,michael_schumacher,8,76,8,0
2011,18,petrov,9,36,9,0
2011,18,heidfeld,10,34,10,0
2011,18,sutil,11,34,11,0
2011,18,kobayashi,12,28,12,0
2011,18,alguersuari,13,26,13,0
2011,18,resta,14,23,14,0
2011,18,buemi,15,15,15,0
2011,18,perez,16,14,16,0
2011,18,barrichello,17,4,17,0
2011,18,bruno_senna,18,2,18,0
2011,18,maldonado,19,1,19,0
2011,18,rosa,20,0,20,0
2011,18,trulli,21,0,21,0
2011,18,kovalainen,22,0,22,0
2011,18,liuzzi,23,0,23,0
2011,18,ambrosio,24,0,24,0
2011,18,glock,25,0,25,0
2011,18,karthikeyan,26,0,26,0
2011,18,ricciardo,27,0,27,0
2011,18,chandhok,28,0,28,0
2011,19,vettel,1,392,1,11
2011,19,button,2,270,2,3
2011,19,webber,3,258,3,1
2011,19,alonso,4,257,4,1
2011,19,hamilton,5,227,5,3
2011,19,massa,6,118,6,0
2011,19,rosberg,7,89,7,0
2011,19,michael_schumacher,8,76,8,0
2011,19,sutil,9,42,9,0
2011,19,petrov,10,37,10,0
2011,19,heidfeld,11,34,11,0
2011,19,kobayashi,12,30,12,0
2011,19,resta,13,27,13,0
2011,19,alguersuari,14,26,14,0
2011,19,buemi,15,15,15,0
2011,19,perez,16,14,16,0
2011,19,barrichello,17,4,17,0
2011,19,bruno_senna,18,2,18,0
2011,19,maldonado,19,1,19,0
2011,19,rosa,20,0,20,0
2011,19,trulli,21,0,21,0
2011,19,kovalainen,22,0,22,0
2011,19,liuzzi,23,0,23,0
2011,19,ambrosio,24,0,24,0
2011,19,glock,25,0,25,0
2011,19,karthikeyan,26,0,26,0
2011,19,ricciardo,27,0,27,0
2011,19,chandhok,28,0,28,0
2012,1,button,1,25,1,1
2012,1,vettel,2,18,2,0
2012,1,hamilton,3,15,3,0
2012,1,webber,4,12,4,0
2012,1,alonso,5,10,5,0
2012,1,kobayashi,6,8,6,0
2012,1,raikkonen,7,6,7,0
2012,1,perez,8,4,8,0
2012,1,ricciardo,9,2,9,0
2012,1,resta,10,1,10,0
2012,1,vergne,11,0,11,0
2012,1,rosberg,12,0,12,0
2012,1,maldonado,13,0,13,0
2012,1,glock,14,0,14,0
2012,1,pic,15,0,15,0
2012,1,bruno_senna,16,0,16,0
2012,1,massa,17,0,17,0
2012,1,kovalainen,18,0,18,0
2012,1,petrov,19,0,19,0
2012,1,michael_schumacher,20,0,20,0
2012,1,grosjean,21,0,21,0
2012,1,hulkenberg,22,0,22,0
2012,1,rosa,23,0,23,0
2012,1,karthikeyan,24,0,24,0
2012,2,alonso,1,35,1,1
2012,2,hamilton,2,30,2,0
2012,2,button,3,25,3,1
2012,2,webber,4,24,4,0
2012,2,perez,5,22,5,0
2012,2,vettel,6,18,6,0
2012,2,raikkonen,7,16,7,0
2012,2,bruno_senna,8,8,8,0
2012,2,kobayashi,9,8,9,0
2012,2,resta,10,7,10,0
2012,2,vergne,11,4,11,0
2012,2,ricciardo,12,2,12,0
2012,2,hulkenberg,13,2,13,0
2012,2,michael_schumacher,14,1,14,0
2012,2,rosberg,15,0,15,0
2012,2,maldonado,16,0,16,0
2012,2,glock,17,0,17,0
2012,2,pic,18,0,18,0
2012,2,massa,19,0,19,0
2012,2,petrov,20,0,20,0
2012,2,kovalainen,21,0,21,0
2012,2,karthikeyan,22,0,22,0
2012,2,rosa,23,0,23,0
2012,2,grosjean,24,0,24,0
2012,3,hamilton,1,45,1,0
2012,3,button,2,43,2,1
2012,3,alonso,3,37,3,1
2012,3,webber,4,36,4,0
2012,3,vettel,5,28,5,0
2012,3,rosberg,6,25,6,1
2012,3,perez,7,22,7,0
2012,3,raikkonen,8,16,8,0
2012,3,bruno_senna,9,14,9,0
2012,3,kobayashi,10,9,10,0
2012,3,grosjean,11,8,11,0
2012,3,resta,12,7,12,0
2012,3,vergne,13,4,13,0
2012,3,maldonado,14,4,14,0
2012,3,ricciardo,15,2,15,0
2012,3,hulkenberg,16,2,16,0
2012,3,michael_schumacher,17,1,17,0
2012,3,massa,18,0,18,0
2012,3,glock,19,0,19,0
2012,3,pic,20,0,20,0
2012,3,petrov,21,0,21,0
2012,3,kovalainen,22,0,22,0
2012,3,rosa,23,0,23,0
2012,3,karthikeyan,24,0,24,0
2012,4,vettel,1,53,1,1
2012,4,hamilton,2,49,2,0
2012,4,webber,3,48,3,0
2012,4,button,4,43,4,1
2012,4,alonso,5,43,5,1
2012,4,rosberg,6,35,6,1
2012,4,raikkonen,7,34,7,0
2012,4,grosjean,8,23,8,0
2012,4,perez,9,22,9,0
2012,4,resta,10,15,10,0
2012,4,bruno_senna,11,14,11,0
2012,4,kobayashi,12,9,12,0
2012,4,vergne,13,4,13,0
2012,4,maldonado,14,4,14,0
2012,4,ricciardo,15,2,15,0
2012,4,hulkenberg,16,2,16,0
2012,4,massa,17,2,17,0
2012,4,michael_schumacher,18,2,18,0
2012,4,glock,19,0,19,0
2012,4,pic,20,0,20,0
2012,4,petrov,21,0,21,0
2012,4,kovalainen,22,0,22,0
2012,4,rosa,23,0,23,0
2012,4,karthikeyan,24,0,24,0
2012,5,vettel,1,61,1,1
2012,5,alonso,2,61,2,1
2012,5,hamilton,3,53,3,0
2012,5,raikkonen,4,49,4,0
2012,5,webber,5,48,5,0
2012,5,button,6,45,6,1
2012,5,rosberg,7,41,7,1
2012,5,grosjean,8,35,8,0
2012,5,maldonado,9,29,9,1
2012,5,perez,10,22,10,0
2012,5,kobayashi,11,19,11,0
2012,5,resta,12,15,12,0
2012,5,bruno_senna,13,14,13,0
2012,5,vergne,14,4,14,0
2012,5,hulkenberg,15,3,15,0
2012,5,ricciardo,16,2,16,0
2012,5,massa,17,2,17,0
2012,5,michael_schumacher,18,2,18,0
2012,5,glock,19,0,19,0
2012,5,pic,20,0,20,0
2012,5,petrov,21,0,21,0
2012,5,kovalainen,22,0,22,0
2012,5,rosa,23,0,23,0
2012,5,karthikeyan,24,0,24,0
2012,6,alonso,1,76,1,1
2012,6,vettel,2,73,2,1
2012,6,webber,3,73,3,1
2012,6,hamilton,4,63,4,0
2012,6,rosberg,5,59,5,1
2012,6,raikkonen,6,51,6,0
2012,6,button,7,45,7,1
2012,6,grosjean,8,35,8,0
2012,6,maldonado,9,29,9,1
2012,6,perez,10,22,10,0
2012,6,resta,11,21,11,0
2012,6,kobayashi,12,19,12,0
2012,6,bruno_senna,13,15,13,0
2012,6,massa,14,10,14,0
2012,6,hulkenberg,15,7,15,0
2012,6,vergne,16,4,16,0
2012,6,ricciardo,17,2,17,0
2012,6,michael_schumacher,18,2,18,0
2012,6,kovalainen,19,0,19,0
2012,6,glock,20,0,20,0
2012,6,pic,21,0,21,0
2012,6,karthikeyan,22,0,22,0
2012,6,petrov,23,0,23,0
2012,6,rosa,24,0,24,0
2012,7,hamilton,1,88,1,1
2012,7,alonso,2,86,2,1
2012,7,vettel,3,85,3,1
2012,7,webber,4,79,4,1
2012,7,rosberg,5,67,5,1
2012,7,raikkonen,6,55,6,0
2012,7,grosjean,7,53,7,0
2012,7,button,8,45,8,1
2012,7,perez,9,37,9,0
2012,7,maldonado,10,29,10,1
2012,7,kobayashi,11,21,11,0
2012,7,resta,12,21,12,0
2012,7,bruno_senna,13,15,13,0
2012,7,massa,14,11,14,0
2012,7,hulkenberg,15,7,15,0
2012,7,vergne,16,4,16,0
2012,7,ricciardo,17,2,17,0
2012,7,michael_schumacher,18,2,18,0
2012,7,kovalainen,19,0,19,0
2012,7,glock,20,0,20,0
2012,7,pic,21,0,21,0
2012,7,karthikeyan,22,0,22,0
2012,7,petrov,23,0,23,0
2012,7,rosa,24,0,24,0
2012,8,alonso,1,111,1,2
2012,8,webber,2,91,2,1
2012,8,hamilton,3,88,3,1
2012,8,vettel,4,85,4,1
2012,8,rosberg,5,75,5,1
2012,8,raikkonen,6,73,6,0
2012,8,grosjean,7,53,7,0
2012,8,button,8,49,8,1
2012,8,perez,9,39,9,0
2012,8,maldonado,10,29,10,1
2012,8,resta,11,27,11,0
2012,8,kobayashi,12,21,12,0
2012,8,michael_schumacher,13,17,13,0
2012,8,hulkenberg,14,17,14,0
2012,8,bruno_senna,15,16,15,0
2012,8,massa,16,11,16,0
2012,8,vergne,17,4,17,0
2012,8,ricciardo,18,2,18,0
2012,8,kovalainen,19,0,19,0
2012,8,petrov,20,0,20,0
2012,8,glock,21,0,21,0
2012,8,pic,22,0,22,0
2012,8,karthikeyan,23,0,23,0
2012,8,rosa,24,0,24,0
2012,9,alonso,1,129,1,2
2012,9,webber,2,116,2,2
2012,9,vettel,3,100,3,1
2012,9,hamilton,4,92,4,1
2012,9,raikkonen,5,83,5,0
2012,9,rosberg,6,75,6,1
2012,9,grosjean,7,61,7,0
2012,9,button,8,50,8,1
2012,9,perez,9,39,9,0
2012,9,maldonado,10,29,10,1
2012,9,resta,11,27,11,0
2012,9,michael_schumacher,12,23,12,0
2012,9,massa,13,23,13,0
2012,9,kobayashi,14,21,14,0
2012,9,bruno_senna,15,18,15,0
2012,9,hulkenberg,16,17,16,0
2012,9,vergne,17,4,17,0
2012,9,ricciardo,18,2,18,0
2012,9,kovalainen,19,0,19,0
2012,9,petrov,20,0,20,0
2012,9,glock,21,0,21,0
2012,9,pic,22,0,22,0
2012,9,karthikeyan,23,0,23,0
2012,9,rosa,24,0,24,0
2012,10,alonso,1,154,1,3
2012,10,webber,2,120,2,2
2012,10,vettel,3,110,3,1
2012,10,raikkonen,4,98,4,0
2012,10,hamilton,5,92,5,1
2012,10,rosberg,6,76,6,1
2012,10,button,7,68,7,1
2012,10,grosjean,8,61,8,0
2012,10,perez,9,47,9,0
2012,10,kobayashi,10,33,10,0
2012,10,maldonado,11,29,11,1
2012,10,michael_schumacher,12,29,12,0
2012,10,resta,13,27,13,0
2012,10,massa,14,23,14,0
2012,10,hulkenberg,15,19,15,0
2012,10,bruno_senna,16,18,16,0
2012,10,vergne,17,4,17,0
2012,10,ricciardo,18,2,18,0
2012,10,kovalainen,19,0,19,0
2012,10,petrov,20,0,20,0
2012,10,glock,21,0,21,0
2012,10,pic,22,0,22,0
2012,10,karthikeyan,23,0,23,0
2012,10,rosa,24,0,24,0
2012,11,alonso,1,164,1,3
2012,11,webber,2,124,2,2
2012,11,vettel,3,122,3,1
2012,11,hamilton,4,117,4,2
2012,11,raikkonen,5,116,5,0
2012,11,rosberg,6,77,6,1
2012,11,button,7,76,7,1
2012,11,grosjean,8,76,8,0
2012,11,perez,9,47,9,0
2012,11,kobayashi,10,33,10,0
2012,11,maldonado,11,29,11,1
2012,11,michael_schumacher,12,29,12,0
2012,11,resta,13,27,13,0
2012,11,massa,14,25,14,0
2012,11,bruno_senna,15,24,15,0
2012,11,hulkenberg,16,19,16,0
2012,11,vergne,17,4,17,0
2012,11,ricciardo,18,2,18,0
2012,11,kovalainen,19,0,19,0
2012,11,petrov,20,0,20,0
2012,11,glock,21,0,21,0
2012,11,pic,22,0,22,0
2012,11,karthikeyan,23,0,23,0
2012,11,rosa,24,0,24,0
2012,12,alonso,1,164,1,3
2012,12,vettel,2,140,2,1
2012,12,webber,3,132,3,2
2012,12,raikkonen,4,131,4,0
2012,12,hamilton,5,117,5,2
2012,12,button,6,101,6,2
2012,12,rosberg,7,77,7,1
2012,12,grosjean,8,76,8,0
2012,12,perez,9,47,9,0
2012,12,michael_schumacher,10,35,10,0
2012,12,massa,11,35,11,0
2012,12,kobayashi,12,33,12,0
2012,12,hulkenberg,13,31,13,0
2012,12,maldonado,14,29,14,1
2012,12,resta,15,28,15,0
2012,12,bruno_senna,16,24,16,0
2012,12,vergne,17,8,17,0
2012,12,ricciardo,18,4,18,0
2012,12,petrov,19,0,19,0
2012,12,kovalainen,20,0,20,0
2012,12,glock,21,0,21,0
2012,12,pic,22,0,22,0
2012,12,karthikeyan,23,0,23,0
2012,12,rosa,24,0,24,0
2012,13,alonso,1,179,1,3
2012,13,hamilton,2,142,2,3
2012,13,raikkonen,3,141,3,0
2012,13,vettel,4,140,4,1
2012,13,webber,5,132,5,2
2012,13,button,6,101,6,2
2012,13,rosberg,7,83,7,1
2012,13,grosjean,8,76,8,0
2012,13,perez,9,65,9,0
2012,13,massa,10,47,10,0
2012,13,michael_schumacher,11,43,11,0
2012,13,kobayashi,12,35,12,0
2012,13,resta,13,32,13,0
2012,13,hulkenberg,14,31,14,0
2012,13,maldonado,15,29,15,1
2012,13,bruno_senna,16,25,16,0
2012,13,vergne,17,8,17,0
2012,13,ricciardo,18,4,18,0
2012,13,kovalainen,19,0,19,0
2012,13,petrov,20,0,20,0
2012,13,ambrosio,21,0,21,0
2012,13,glock,22,0,22,0
2012,13,pic,23,0,23,0
2012,13,karthikeyan,24,0,24,0
2012,13,rosa,25,0,25,0
2012,14,alonso,1,194,1,3
2012,14,vettel,2,165,2,2
2012,14,raikkonen,3,149,3,0
2012,14,hamilton,4,142,4,3
2012,14,webber,5,132,5,2
2012,14,button,6,119,6,2
2012,14,rosberg,7,93,7,1
2012,14,grosjean,8,82,8,0
2012,14,perez,9,66,9,0
2012,14,massa,10,51,10,0
2012,14,resta,11,44,11,0
2012,14,michael_schumacher,12,43,12,0
2012,14,kobayashi,13,35,13,0
2012,14,hulkenberg,14,31,14,0
2012,14,maldonado,15,29,15,1
2012,14,bruno_senna,16,25,16,0
2012,14,vergne,17,8,17,0
2012,14,ricciardo,18,6,18,0
2012,14,glock,19,0,19,0
2012,14,kovalainen,20,0,20,0
2012,14,petrov,21,0,21,0
2012,14,ambrosio,22,0,22,0
2012,14,pic,23,0,23,0
2012,14,karthikeyan,24,0,24,0
2012,14,rosa,25,0,25,0
2012,15,alonso,1,194,1,3
2012,15,vettel,2,190,2,3
2012,15,raikkonen,3,157,3,0
2012,15,hamilton,4,152,4,3
2012,15,webber,5,134,5,2
2012,15,button,6,131,6,2
2012,15,rosberg,7,93,7,1
2012,15,grosjean,8,82,8,0
2012,15,massa,9,69,9,0
2012,15,perez,10,66,10,0
2012,15,kobayashi,11,50,11,0
2012,15,resta,12,44,12,0
2012,15,michael_schumacher,13,43,13,0
2012,15,hulkenberg,14,37,14,0
2012,15,maldonado,15,33,15,1
2012,15,bruno_senna,16,25,16,0
2012,15,vergne,17,8,17,0
2012,15,ricciardo,18,7,18,0
2012,15,glock,19,0,19,0
2012,15,kovalainen,20,0,20,0
2012,15,petrov,21,0,21,0
2012,15,ambrosio,22,0,22,0
2012,15,pic,23,0,23,0
2012,15,karthikeyan,24,0,24,0
2012,15,rosa,25,0,25,0
2012,16,vettel,1,215,1,4
2012,16,alonso,2,209,2,3
2012,16,raikkonen,3,167,3,0
2012,16,hamilton,4,153,4,3
2012,16,webber,5,152,5,2
2012,16,button,6,131,6,2
2012,16,rosberg,7,93,7,1
2012,16,grosjean,8,88,8,0
2012,16,massa,9,81,9,0
2012,16,perez,10,66,10,0
2012,16,kobayashi,11,50,11,0
2012,16,hulkenberg,12,45,12,0
2012,16,resta,13,44,13,0
2012,16,michael_schumacher,14,43,14,0
2012,16,maldonado,15,33,15,1
2012,16,bruno_senna,16,25,16,0
2012,16,vergne,17,12,17,0
2012,16,ricciardo,18,9,18,0
2012,16,glock,19,0,19,0
2012,16,kovalainen,20,0,20,0
2012,16,petrov,21,0,21,0
2012,16,ambrosio,22,0,22,0
2012,16,pic,23,0,23,0
2012,16,karthikeyan,24,0,24,0
2012,16,rosa,25,0,25,0
2012,17,vettel,1,240,1,5
2012,17,alonso,2,227,2,3
2012,17,raikkonen,3,173,3,0
2012,17,webber,4,167,4,2
2012,17,hamilton,5,165,5,3
2012,17,button,6,141,6,2
2012,17,rosberg,7,93,7,1
2012,17,grosjean,8,90,8,0
2012,17,massa,9,89,9,0
2012,17,perez,10,66,10,0
2012,17,kobayashi,11,50,11,0
2012,17,hulkenberg,12,49,12,0
2012,17,resta,13,44,13,0
2012,17,michael_schumacher,14,43,14,0
2012,17,maldonado,15,33,15,1
2012,17,bruno_senna,16,26,16,0
2012,17,vergne,17,12,17,0
2012,17,ricciardo,18,9,18,0
2012,17,glock,19,0,19,0
2012,17,kovalainen,20,0,20,0
2012,17,petrov,21,0,21,0
2012,17,ambrosio,22,0,22,0
2012,17,pic,23,0,23,0
2012,17,karthikeyan,24,0,24,0
2012,17,rosa,25,0,25,0
2012,18,vettel,1,255,1,5
2012,18,alonso,2,245,2,3
2012,18,raikkonen,3,198,3,1
2012,18,webber,4,167,4,2
2012,18,hamilton,5,165,5,3
2012,18,button,6,153,6,2
2012,18,massa,7,95,7,0
2012,18,rosberg,8,93,8,1
2012,18,grosjean,9,90,9,0
2012,18,perez,10,66,10,0
2012,18,kobayashi,11,58,11,0
2012,18,hulkenberg,12,49,12,0
2012,18,resta,13,46,13,0
2012,18,maldonado,14,43,14,1
2012,18,michael_schumacher,15,43,15,0
2012,18,bruno_senna,16,30,16,0
2012,18,vergne,17,12,17,0
2012,18,ricciardo,18,10,18,0
2012,18,glock,19,0,19,0
2012,18,kovalainen,20,0,20,0
2012,18,petrov,21,0,21,0
2012,18,ambrosio,22,0,22,0
2012,18,pic,23,0,23,0
2012,18,karthikeyan,24,0,24,0
2012,18,rosa,25,0,25,0
2012,19,vettel,1,273,1,5
2012,19,alonso,2,260,2,3
2012,19,raikkonen,3,206,3,1
2012,19,hamilton,4,190,4,4
2012,19,webber,5,167,5,2
2012,19,button,6,163,6,2
2012,19,massa,7,107,7,0
2012,19,grosjean,8,96,8,0
2012,19,rosberg,9,93,9,1
2012,19,perez,10,66,10,0
2012,19,kobayashi,11,58,11,0
2012,19,hulkenberg,12,53,12,0
2012,19,resta,13,46,13,0
2012,19,maldonado,14,45,14,1
2012,19,michael_schumacher,15,43,15,0
2012,19,bruno_senna,16,31,16,0
2012,19,vergne,17,12,17,0
2012,19,ricciardo,18,10,18,0
2012,19,glock,19,0,19,0
2012,19,kovalainen,20,0,20,0
2012,19,petrov,21,0,21,0
2012,19,ambrosio,22,0,22,0
2012,19,pic,23,0,23,0
2012,19,karthikeyan,24,0,24,0
2012,19,rosa,25,0,25,0
2012,20,vettel,1,281,1,5
2012,20,alonso,2,278,2,3
2012,20,raikkonen,3,207,3,1
2012,20,hamilton,4,190,4,4
2012,20,button,5,188,5,3
2012,20,webber,6,179,6,2
2012,20,massa,7,122,7,0
2012,20,grosjean,8,96,8,0
2012,20,rosberg,9,93,9,1
2012,20,perez,10,66,10,0
2012,20,hulkenberg,11,63,11,0
2012,20,kobayashi,12,60,12,0
2012,20,michael_schumacher,13,49,13,0
2012,20,resta,14,46,14,0
2012,20,maldonado,15,45,15,1
2012,20,bruno_senna,16,31,16,0
2012,20,vergne,17,16,17,0
2012,20,ricciardo,18,10,18,0
2012,20,petrov,19,0,19,0
2012,20,glock,20,0,20,0
2012,20,pic,21,0,21,0
2012,20,kovalainen,22,0,22,0
2012,20,ambrosio,23,0,23,0
2012,20,karthikeyan,24,0,24,0
2012,20,rosa,25,0,25,0
2013,1,raikkonen,1,25,1,1
2013,1,alonso,2,18,2,0
2013,1,vettel,3,15,3,0
2013,1,massa,4,12,4,0
2013,1,hamilton,5,10,5,0
2013,1,webber,6,8,6,0
2013,1,sutil,7,6,7,0
2013,1,resta,8,4,8,0
2013,1,button,9,2,9,0
2013,1,grosjean,10,1,10,0
2013,1,perez,11,0,11,0
2013,1,vergne,12,0,12,0
2013,1,gutierrez,13,0,13,0
2013,1,bottas,14,0,14,0
2013,1,jules_bianchi,15,0,15,0
2013,1,pic,16,0,16,0
2013,1,chilton,17,0,17,0
2013,1,garde,18,0,18,0
2013,1,ricciardo,19,0,19,0
2013,1,rosberg,20,0,20,0
2013,1,maldonado,21,0,21,0
2013,1,hulkenberg,22,0,22,0
2013,2,vettel,1,40,1,1
2013,2,raikkonen,2,31,2,1
2013,2,webber,3,26,3,0
2013,2,hamilton,4,25,4,0
2013,2,massa,5,22,5,0
2013,2,alonso,6,18,6,0
2013,2,rosberg,7,12,7,0
2013,2,grosjean,8,9,8,0
2013,2,sutil,9,6,9,0
2013,2,resta,10,4,10,0
2013,2,hulkenberg,11,4,11,0
2013,2,perez,12,2,12,0
2013,2,button,13,2,13,0
2013,2,vergne,14,1,14,0
2013,2,bottas,15,0,15,0
2013,2,gutierrez,16,0,16,0
2013,2,jules_bianchi,17,0,17,0
2013,2,pic,18,0,18,0
2013,2,garde,19,0,19,0
2013,2,chilton,20,0,20,0
2013,2,ricciardo,21,0,21,0
2013,2,maldonado,22,0,22,0
2013,3,vettel,1,52,1,1
2013,3,raikkonen,2,49,2,1
2013,3,alonso,3,43,3,1
2013,3,hamilton,4,40,4,0
2013,3,massa,5,30,5,0
2013,3,webber,6,26,6,0
2013,3,rosberg,7,12,7,0
2013,3,button,8,12,8,0
2013,3,grosjean,9,11,9,0
2013,3,resta,10,8,10,0
2013,3,ricciardo,11,6,11,0
2013,3,sutil,12,6,12,0
2013,3,hulkenberg,13,5,13,0
2013,3,perez,14,2,14,0
2013,3,vergne,15,1,15,0
2013,3,bottas,16,0,16,0
2013,3,gutierrez,17,0,17,0
2013,3,jules_bianchi,18,0,18,0
2013,3,pic,19,0,19,0
2013,3,maldonado,20,0,20,0
2013,3,garde,21,0,21,0
2013,3,chilton,22,0,22,0
2013,4,vettel,1,77,1,2
2013,4,raikkonen,2,67,2,1
2013,4,hamilton,3,50,3,0
2013,4,alonso,4,47,4,1
2013,4,webber,5,32,5,0
2013,4,massa,6,30,6,0
2013,4,grosjean,7,26,7,0
2013,4,resta,8,20,8,0
2013,4,rosberg,9,14,9,0
2013,4,button,10,13,10,0
2013,4,perez,11,10,11,0
2013,4,sutil,12,6,12,0
2013,4,ricciardo,13,6,13,0
2013,4,hulkenberg,14,5,14,0
2013,4,vergne,15,1,15,0
2013,4,bottas,16,0,16,0
2013,4,maldonado,17,0,17,0
2013,4,gutierrez,18,0,18,0
2013,4,jules_bianchi,19,0,19,0
2013,4,pic,20,0,20,0
2013,4,garde,21,0,21,0
2013,4,chilton,22,0,22,0
2013,5,vettel,1,89,1,2
2013,5,raikkonen,2,85,2,1
2013,5,alonso,3,72,3,2
2013,5,hamilton,4,50,4,0
2013,5,massa,5,45,5,0
2013,5,webber,6,42,6,0
2013,5,grosjean,7,26,7,0
2013,5,resta,8,26,8,0
2013,5,rosberg,9,22,9,0
2013,5,button,10,17,10,0
2013,5,perez,11,12,11,0
2013,5,ricciardo,12,7,12,0
2013,5,sutil,13,6,13,0
2013,5,hulkenberg,14,5,14,0
2013,5,vergne,15,1,15,0
2013,5,gutierrez,16,0,16,0
2013,5,bottas,17,0,17,0
2013,5,maldonado,18,0,18,0
2013,5,jules_bianchi,19,0,19,0
2013,5,pic,20,0,20,0
2013,5,garde,21,0,21,0
2013,5,chilton,22,0,22,0
2013,6,vettel,1,107,1,2
2013,6,raikkonen,2,86,2,1
2013,6,alonso,3,78,3,2
2013,6,hamilton,4,62,4,0
2013,6,webber,5,57,5,0
2013,6,rosberg,6,47,6,1
2013,6,massa,7,45,7,0
2013,6,resta,8,28,8,0
2013,6,grosjean,9,26,9,0
2013,6,button,10,25,10,0
